Local,Descricao
2759.0,"Marginal Pinheiros  Pista Expressa (Castelo Branco/Interlagos) a mais 650m do Km 4,5 (USP)"
2760.0,"Marginal Pinheiros  Pista Expressa (Castelo Branco/Interlagos) a mais 650m do Km 4,5 (USP)"
2761.0,"Marginal Pinheiros  Pista Expressa (Castelo Branco/Interlagos) a mais 650m do Km 4,5 (USP)"
2765.0,Marg. Pinheiros (C. Branco - Interlagos) A mais 214m da R. Bento Frias
2766.0,Marg. Pinheiros (C. Branco - Interlagos) A mais 214m da R. Bento Frias
2767.0,Marg. Pinheiros (C. Branco - Interlagos) A mais 214m da R. Bento Frias
2771.0,Av. dos Bandeirantes (Marginal/Imigrantes) a mais 34m da Av. Washington Luis
2772.0,Av. dos Bandeirantes (Marginal/Imigrantes) a mais 34m da Av. Washington Luis
2773.0,Marginal do Rio Pinheiros (Castelo Branco/Interlagos) a mais 238m do Km 10
2775.0,Av. das Nações Unidas  Pista Local (Interlagos/Castelo Branco) a mais 140m da Av. dos Semaneiros
2777.0,Av. das Nações Unidas (Interlagos/Castelo Branco) a menos 18m da Av. Vitor Manzini
2779.0,Rod. Dos Imigrantes (Santos/São Paulo) a menos 1.200m. da R. Guaratu
2780.0,Rod. Dos Imigrantes (São Paulo/Santos) a menos 473m da R. Itaguara
2781.0,Marginal Pinheiros  Pista Expressa (Interlagos/Castelo Branco) a mais 103m do km 12
2783.0,Marginal Pinheiros  Pista Expressa (Castelo Branco/Interlagos) a mais 117m. km 13
2785.0,Marginal Pinheiros  Pista Expressa (Interlagos/Castelo Branco) a menos 15m. Ponte Eusébio Matoso
2787.0,"Av. Eng. Billings, a mais 22 m da Rua Barão de Antonina Centro/Bairro"
2791.0,"Av. das Nações Unidas, nº18001 Interlagos/Castelo Branco"
2793.0,"Av. das Nações Unidas, a mais 10 m da Rua Bragança Paulista Interlagos/C. Branco"
2796.0,"Rua Hungria, a menos 20 m da Av. Rebouças Interlagos/Castelo Branco"
2798.0,"Av. das Nações Unidas, nº 7203 Interlagos/Castelo Branco - nome alterado em 15/01/2019"
2802.0,"Av. Magalhães de Castro, a menos 55 m da Rua FranciscoTramontano Castelo Branco/Interlagos"
2809.0,"Av. das Nações Unidas - Pista Local, a mais 140m da Av. dos Semaneiros Interlagos/C. Branco"
2813.0,"Av. das Nações Unidas, nº 12399 Interlagos/Castelo Branco"
2816.0,"Av. das Nações Unidas - Pista Central , a menos 23m do Km 9,5 Interlagos/Castelo Branco"
2820.0,"Estrada do M'Boi Mirim, nº 1211 Bairro/Centro"
2821.0,"Estrada do M'Boi Mirim, nº 1211 Bairro/Centro"
2822.0,"Estrada do M'Boi Mirim, nº 2203 Bairro/Centro"
2823.0,"Estrada do M'Boi Mirim, nº 2203 Bairro/Centro"
2824.0,"Estrada do M'Boi Mirim, a mais 34 m do nº 1060 Centro/Bairro"
2825.0,"Estrada do M'Boi Mirim, a mais 34 m do nº 1060 Centro/Bairro"
2826.0,"Estrada do M'Boi Mirim, nº 2420 Centro/Bairro"
2827.0,"Estrada do M'Boi Mirim, nº 2420 Centro/Bairro"
2828.0,"Estrada do M'Boi Mirim, nº 3928 Centro/Bairro"
2829.0,"Estrada do M'Boi Mirim, nº 3928 Centro/Bairro"
2830.0,Estrada do M'Boi MIrim X Rua José Barros Magaldi Bairro/Centro
2831.0,"Av. das Nações Unidas, a menos 50 m do nº 20728 Castelo Branco/Interlagos"
2832.0,"Av. das Nações Unidas, a menos 50 m do nº 20728 Castelo Branco/Interlagos"
2834.0,"Av. Senador Teotônio Vilela, a menos 152 m do nº 3.481 Bairro/Centro"
2842.0,"Av. Senador Teotônio Vilela, nº 852 Centro/Bairro"
2843.0,"Av. Senador Teotônio Vilela, a mais 110 m da Rua Padre José Garzotti Bairro/Centro"
2844.0,"Av. Senador Teotônio Vilela, nº 5.960 Centro/Bairro"
2845.0,"Av. Senador Teotônio Vilela, nº 6.801 Bairro/Centro"
2849.0,"Av. Senador Teotônio Vilela, a menos 152 m do nº 3.481 Bairro/Centro"
2853.0,"Av. Senador Teotônio Vilela, nº 852 Centro/Bairro"
2854.0,"Av. Senador Teotônio Vilela, a mais 110 m da Rua Padre José Garzotti Bairro/Centro"
2855.0,"Av. Senador Teotônio Vilela, nº 5.960 Centro/Bairro"
2856.0,"Av. Senador Teotônio Vilela, nº 6.801 Bairro/Centro"
4219.0,R. Maria Carlota (Bairro/Centro) nº 395
4220.0,Av. Rio das Pedras (Bairro/Centro) a mais 18m do nº 2.021
4221.0,Av. São Miguel (Bairro/Centro) nº 105
4222.0,Av. Rio das Pedras (Centro/Bairro) a mais 42m da R. Minérios Atômicos
4223.0,Av. Rio das Pedras (Centro/Bairro) a mais 42m da R. Minérios Atômicos
4224.0,R. Antônio de França e Silva (Bairro/Centro - Centro/Bairro) X R. Maria Farneti
4225.0,R. Antônio de França e Silva (Bairro/Centro - Centro/Bairro) X R. Maria Farneti
4226.0,R. Catumbi (Centro/Bairro) nº 318
4227.0,R. Marcos Arruda (Bairro/Centro) X R. Cachoeira
4228.0,Av. Gabriela Mistral (Penha/Marginal Tietê) nº 520
4229.0,Av. Gabriela Mistral (Marginal Tietê / Penha) nº 503
4230.0,R. do Oratório (Mooca/Vila Prudente) oposto ao nº 2.621
4231.0,R. do Oratório (Vila Prudente/Mooca) nº 2.621
4232.0,R. Tuiuti (Centro/Bairro) X R. Padre Adelino
4233.0,Av. Antônio de Barros (V. Formosa / Tatuapé) nº 2.361
4234.0,Av. Antônio de Barros (Centro / Bairro) X R. Aguapeí
4235.0,R. do Orfanato (Bairro/Centro) x Pça. Padre Damião
4236.0,R. Drº. Assis Ribeiro (Bairro/Centro) oposto ao nº 3.216
4237.0,R. Drº. Assis Ribeiro (Bairro/Centro) oposto ao nº 3.216
4238.0,Av. Cangaíba (Centro/Bairro) nº 3.460
4239.0,Av. Amador Bueno da Veiga (Centro/Bairro) nº 1.968
4240.0,Av. Cangaiba (Bairro/Centro) nº 3.427
4241.0,Av. Cangaiba (Bairro/Centro) nº 3.427
4244.0,Av. João XXIII (Bairro/Centro) x Av. Mons. Antônio Castro
4245.0,Av. João XXIII (Centro/Bairro) x Av. Mons. Antônio Castro
4246.0,Av. Mateo Bei (Bairro/Centro) nº 2.323
4247.0,Av. Mateo Bei (Bairro/Centro) nº 2.323
4248.0,Av. Mateo Bei (Centro/Bairro) nº 2.372
4249.0,Av. Mateo Bei (Centro/Bairro) nº 2.372
4250.0,Av. Celso Garcia (Centro/Bairro) nº 5.824
4251.0,Av. Conde de Frontin (Centro/Bairro) a mais 40m da R. Monsenhor Francisco de Paula
4252.0,Av. Conde de Frontin (Centro/Bairro) a mais 40m da R. Monsenhor Francisco de Paula
4255.0,R. Com. Cantinho (Bairro/Centro) X R. CeL. Rodovalho
4256.0,Av. Paes de Barros (Centro/Bairro) nº 2.430
4257.0,Av. Paes de Barros (Centro/Bairro) nº 2.430
4262.0,R. Drº. Assis Ribeiro (Bairro/Centro) a menos 120m da Av. Gabriela Mistral
4263.0,Av. Águia de Haia (Centro/Bairro) a menos 240m da Estr. do Imperador
4264.0,Av. Águia de Haia (Centro/Bairro) a menos 240m da Estr. do Imperador
4265.0,Av. Águia de Haia (Bairro /Centro) a menos 104 m da estr de Mogi das Cruzes
4266.0,Av. Águia de Haia (Bairro /Centro) a menos 104 m da estr de Mogi das Cruzes
4267.0,Av. Mal. Tito (Bairro/Centro) nº 877
4268.0,Av. Mal. Tito (Bairro/Centro) nº 877
4269.0,Av. Mal. Tito (Centro/Bairro) a mais 30m da R. Engº. Manuel Osório
4270.0,Av. Mal. Tito (Centro/Bairro) a mais 30m da R. Engº. Manuel Osório
4271.0,Estr. do Imperador (Centro/Bairro) oposto ao nº 984
4272.0,Estr. do Imperador (Centro/Bairro) oposto ao nº 984
4273.0,Av. São Miguel (Centro/Bairro) nº 474 - nº 400
4274.0,Av. São Miguel (Centro/Bairro) nº 474 - nº 400
4275.0,R. Ana Clara (Av. Morais Costa / Av. do Oratório) n° 296 A
4276.0,Av. da Barreira Grande (Centro/Bairro - Bairro/Centro) n° 2.064 - oposto n° 2.064
4277.0,Av. da Barreira Grande (Centro/Bairro - Bairro/Centro) n° 2.064 - oposto n° 2.064
4278.0,Av. da Barreira Grande (Centro/Bairro - Bairro/Centro) n° 2.832 - n° 2.905
4279.0,Av. da Barreira Grande (Centro/Bairro - Bairro/Centro) n° 2.832 - n° 2.905
4280.0,R. Costa Barros (Bairro/Centro - Centro/Bairro) n° 1.441 - n° 1.448
4281.0,R. Costa Barros (Bairro/Centro - Centro/Bairro) n° 1.441 - n° 1.448
4282.0,R. Francisco Rebelo (São Lucas / V. Califórnia) n° 314
4283.0,R. Nova Brasília (Sapopemba / Barreira Grande - Barreira Grande / Sapopemba) n° 501 - n° 510
4284.0,R. Nova Brasília (Sapopemba / Barreira Grande - Barreira Grande / Sapopemba) n° 501 - n° 510
4285.0,Av. Do Oratório (Bairro/Centro - Centro/Bairro) n° 6.515 - n° 6.518
4286.0,Av. Do Oratório (Bairro/Centro - Centro/Bairro) n° 6.515 - n° 6.518
4287.0,Av. Do Oratório (Centro/Bairro- Bairro/Centro) n° 3.232 - n° 3.191A
4288.0,Av. Do Oratório (Centro/Bairro- Bairro/Centro) n° 3.232 - n° 3.191A
4289.0,Av. Sapopemba (Sapopemba / São Lucas - São Lucas / Sapopemba) n° 8.023 - Oposto n° 8.023
4290.0,Av. Sapopemba (Sapopemba / São Lucas - São Lucas / Sapopemba) n° 8.023 - Oposto n° 8.023
4291.0,R. Solidônio Leite (Bairro/Centro - Centro/Bairro) n° 2.563 - oposto n° 2.563
4292.0,R. Solidônio Leite (Bairro/Centro - Centro/Bairro) n° 2.563 - oposto n° 2.563
4293.0,Av. Vila Ema (Bairro/Centro - Centro/Bairro) n° 5.475 - oposto n° 5.475
4294.0,Av. Vila Ema (Bairro/Centro - Centro/Bairro) n° 5.475 - oposto n° 5.475
4295.0,Av. Zelina (Vl. Prudente / V.Alpina - V.Alpina / Vl. Prudente) n° 1.212 - Oposto n° 1.212
4296.0,Av. Zelina (Vl. Prudente / V.Alpina - V.Alpina / Vl. Prudente) n° 1.212 - Oposto n° 1.212
4297.0,Av. JacuPês./N. Trab. (S. Miguel/S. Mateus) a mais 22m da R. Cel. Manuel F. de Souza
4298.0,Av. JacuPês./N. Trab. (S. Miguel/S. Mateus) a menos 378m da Tv. Flôr de Pêssego
4300.0,Av. Calim Eid (Centro/Bairro) a mais 13 m da R. Tarú
4301.0,Av. Calim Eid (Bairro/Centro) nº 269
4302.0,Av. Salim Farah Maluf (Marg. Tietê/Vl. Prudente) a mais 196 m da R. Fausto Cleva
4303.0,Av. Salim Farah Maluf (Marginal Tietê/Vila Prudente) X Av. Celso Garcia
4304.0,Av. Salim Farah Maluf (Vila Prudente/Marginal Tietê) X Av. Celso Garcia
4305.0,R. Drº. Assis Ribeiro (Centro/Bairro) X Av. Drº. Salomão de Vasconcelos
4306.0,Av. São Miguel (Centro/Bairro) nº 4.560
4307.0,Av. Mal. Tito (Bairro/Centro) nº 6.035
4308.0,"Av. Mal. Tito (Bairro/Centro) a mais 2,0m da R. Antônio Nunes Pinto"
4309.0,Av. José Pinheiro Borges (Centro/Bairro) a menos 300m da R. Bento Munhoz
4310.0,Av. São Miguel (Bairro/Centro) X Av. Gov. Carvalho Pinto
4311.0,Av.Paes de Barros (Centro/Bairro) nº 148
4312.0,Av. Mercúrio (Bairro/Centro) x R. da Cantareira
4313.0,Av. do Estado (Centro/Bairro) x Av. Mercúrio
4314.0,Av. Salim Farah Maluf (Bairro/Centro) x Av. Vila Ema
4315.0,Av. Aricanduva (Centro/Bairro) x Av. dos Latinos
4316.0,Av. do Estado (Ipiranga / Santana) X Av. Santos Dumont
4317.0,Av. Conselheiro Carrão (Bairro/Centro) X R. Luis Pinto
4318.0,Av. Conselheiro Carrão (Centro/Bairro) X R. Luis Pinto
4319.0,Av. Jacu Pêssego/Nova Trabalhadores (Mauá / A. Senna) nº 1.923
4320.0,Av. Jacu Pêssego/Nova Trabalhadores (Mauá / A. Senna) nº 1.923
4321.0,Av. Paes de Barros (Bairro/Centro) nº 1.025
4322.0,Av. Drº. Francisco Mesquita (S. André / SP) a mais 140m da R. Vila Prudente
4323.0,Av. Jacu Pêssego/Nova Trabalhadores (Mauá / A. Senna) nº 385
4324.0,"Av. Jacu Pêssego/Nova Trabalhadores (A. Senna / Mauá, A. Senna /Mauá) nº 394"
4326.0,Av. Alcântara Machado (Centro/Bairro) a mais 18m da R. Hipódromo
4328.0,Av. Campanella (Bairro/Centro) oposto ao nº 696
4332.0,Av. Campanella (Centro/Bairro) nº 696
4334.0,R. Taquari (Centro/Bairro) nº 624
4336.0,Av. Jacu Pêssego/Nova Trabalhadores (São Mateus/São Miguel) X R. Montanhas
4338.0,Av. Drº. Luiz Ayres (Bairro/Centro) a mais 314 m da R. Maciel Monteiro
4340.0,Av. Drº. Luiz Ayres (Centro/Bairro) a mais 162 m da R. Dr. Pedro Mendes
4342.0,R. Maria Paula (Bairro/Centro) X Av. Brig. Luis Antônio
4344.0,Av. Jacu Pêssego/Nova Trabalhadores (A. Senna / Mauá) a mais 62m da Passarela Padre Duilio Liburdi
4354.0,R. Melo Freire (Bairro/Centro) a mais 404m do Viaduto Carlos Ferraci
4358.0,Av. Ragueb Chohfi (Bairro/Centro) a mais 150m da R. Francisco de Melo Palheta
4360.0,Av. Ragueb Chohfi (Centro/Bairro) a mais 130m da R. Maria Aparecida Custodio
4362.0,Av. Salim Farah Maluf (Marg. Tietê/Vl. Prudente) a menos 20 m da Av. Vila Ema
4364.0,Av. Paes de Barros (Centro/Bairro) nº 3.420
4366.0,Av. Conde de Frontin (Centro/Bairro) a menos 55 m da R. Pinhalzinho
4368.0,Av. Conde de Frontin (Bairro/Centro) a menos 325 m do acesso ao Vd. Antônio Abdo
4370.0,Av. São Miguel (Centro/Bairro) a menos 29 m da R. Pau D´Arco Roxo
4372.0,Av. JacuPês./N. Trab. (S. Miguel/S. Mateus) a menos 8 m da R. Iososuke Okaue
4374.0,Av. JacuPês./N. Trab. (S. Mateus/S. Miguel) a menos 20 m da R Jaime Ribeiro Wright
4376.0,Av. JacuPês./N. Trab. (S. Miguel/S. Mateus) a mais 256 m da Est. Dos Monos
4378.0,Av. JacuPês./N. Trab. (S. Miguel/S. Mateus) a mais 301 m da Av. Ragueb Chohfi
4380.0,Av. JacuPês./N. Trab. (S. Miguel/S. Mateus) a menos 302 m da Av. Ragueb Chohfi
4385.0,Av. do Estado (Centro/Bairro) a menos 10m da R. Paulo Barbosa
4386.0,Av. Salim Farah Maluf (Marg. Tietê/Vl. Prudente) a menos 40m da R. Florindo Bras
4387.0,Av. JacuPês./N. Trab. (S. Miguel/S. Mateus) a mais 256 m da Est. Dos Monos
4388.0,Av. do Estado (Bairro/Centro) a mais 401m da R. Guembé
4389.0,Av. JacuPês./N. Trab. (S. Mateus/S. Miguel) a menos 20 m da R Jaime Ribeiro Wright
4390.0,Av. Alcântara Machado (Bairro/Centro) a menos 34 m da R. Placidina
4391.0,Av. do Estado (Bairro/Centro) X Pça. Alberto Lion
4392.0,R. Ribeiro de Lima (Luz / Pari) X Av. Tiradentes
4393.0,R. João Tobias (Bairro/Centro) Av. Alcântara Machado
4394.0,Av. São Raimundo (Bairro/Centro) a mais 113m da R. Simião Fernandes
4397.0,Av. Celso Garcia (Bairro/Centro) n° 4.911
4398.0,"Av. Rudge (Bairro/Centro) a mais 4,5m da R. James Holland"
4399.0,"Av. Rudge (Bairro/Centro) a mais 4,5m da R. James Holland"
4400.0,R. Drº. Assis Ribeiro (Penha/S. Miguel) a menos 137m da R. Serra de Itaquera
4401.0,Av. Salim Farah Maluf (Vl. Prudente/Marg. Tietê) a mais 205m da R. Rhône
4402.0,Av. Rudge  FAIXA EXLUSIVA (Centro/Bairro) X R. Sérgio Tomas
4403.0,Av. Rudge  FAIXA EXLUSIVA (Centro/Bairro) X R. Sérgio Tomas
4406.0,Av. Nove de Julho (Centro/Bairro) nº 398
4407.0,Av. Nove de Julho (Centro/Bairro) nº 398
4408.0,R. Drº. Assis Ribeiro (S. Miguel/Penha) oposto ao nº 10.170
4409.0,Av. Nove de Julho (Bairro/Centro) nº 399
4410.0,Av. Nove de Julho (Bairro/Centro) nº 399
4411.0,Av. Aricanduva (Centro/Bairro) x Av. dos Latinos
4412.0,Av. São João (Centro/Bairro) X Av. Ipiranga
4413.0,Av. Sapopemba (Centro/Bairro) nº 3.244
4414.0,R. Acuruí (Bairro/Centro) oposto ao nº 700
4415.0,R. Acuruí (Centro/Bairro) nº 700
4416.0,Av. Amador Bueno da Veiga (Bairro/Centro - Centro/Bairro) n° 487 - n° 486
4417.0,Av. Amador Bueno da Veiga (Bairro/Centro - Centro/Bairro) n° 487 - n° 486
4418.0,Av. Álvaro Ramos (Bairro/Centro - Centro/Bairro) oposto nº1.582 - nº 1.582
4419.0,Av. Álvaro Ramos (Bairro/Centro - Centro/Bairro) oposto nº1.582 - nº 1.582
4420.0,Av. Afonso de Sampaio e Sousa (Bairro/Centro - Centro/Bairro) nº 3.074 - oposto nº 3.074
4421.0,Av. Afonso de Sampaio e Sousa (Bairro/Centro - Centro/Bairro) nº 3.074 - oposto nº 3.074
4422.0,R. Cônego Antônio Manzi (Lageado / Nordestina - Nordestina / Lageado) n° 27 - n° 4A
4423.0,R. Cônego Antônio Manzi (Lageado / Nordestina - Nordestina / Lageado) n° 27 - n° 4A
4424.0,"Av. Águia de Haia (São Miguel / Radial - Radial / São Miguel) a menos 6,50 m da R. Cuim - a mais 21 m da R. Cuim"
4425.0,"Av. Águia de Haia (São Miguel / Radial - Radial / São Miguel) a menos 6,50 m da R. Cuim - a mais 21 m da R. Cuim"
4426.0,Av. Águia de Haia (São Miguel / Radial - Radial / São Miguel) oposto nº 176 - nº 176
4427.0,Av. Águia de Haia (São Miguel / Radial - Radial / São Miguel) oposto nº 176 - nº 176
4428.0,R. Augusto Carlos Bauman (Bairro/Centro - Centro/Bairro) n° 687 C - oposto ao n° 687 C
4429.0,R. Augusto Carlos Bauman (Bairro/Centro - Centro/Bairro) n° 687 C - oposto ao n° 687 C
4433.0,Av. Oliveira Freire (Guarulhos / São Miguel - São Miguel / Guarulhos) n° 715 - n° 732
4434.0,Av. Oliveira Freire (Guarulhos / São Miguel - São Miguel / Guarulhos) n° 715 - n° 732
4435.0,Av. Jacu Pêssego/Nova Trabalhadores (Mauá / A. Senna) nº 385
4436.0,"Av. Jacu Pêssego/Nova Trabalhadores (A. Senna / Mauá, A. Senna /Mauá) nº 394"
4438.0,Av. São Miguel (Centro/Bairro) a menos 29 m da R. Pau D´Arco Roxo
4439.0,Av. Aricanduva (Centro/Bairro) a mais 123m da R. Astarte
4440.0,Av. Aricanduva (Centro/Bairro) a mais 123m da R. Astarte
4441.0,R. Celso de Azevedo Marques (Bairro/Centro - Centro/Bairro) n° 193 A - n° 196
4442.0,R. Celso de Azevedo Marques (Bairro/Centro - Centro/Bairro) n° 193 A - n° 196
4443.0,Av. Campanella (Bairro/Centro - Centro/Bairro) n° 1.863 - oposto n° 1.863
4444.0,Av. Campanella (Bairro/Centro - Centro/Bairro) n° 1.863 - oposto n° 1.863
4445.0,Av. Boturussu (São Miguel / Paranaguá - Paranaguá / São Miguel) mais 2m n° 906 - n° 915
4446.0,Av. Boturussu (São Miguel / Paranaguá - Paranaguá / São Miguel) mais 2m n° 906 - n° 915
4447.0,Av. Bom Jardim (Bairro/Centro - Centro/Bairro) n° 220 - n° 275
4448.0,Av. Bom Jardim (Bairro/Centro - Centro/Bairro) n° 220 - n° 275
4449.0,Av. Cangaíba (Centro/Bairro - Bairro/Centro) n° 2.526 - n° 2.539
4450.0,Av. Cangaíba (Centro/Bairro - Bairro/Centro) n° 2.526 - n° 2.539
4451.0,R. Luis Mateus (Iguatemi / São Miguel - São Miguel / Iguatemi) n° 675 - n° 820
4452.0,R. Luis Mateus (Iguatemi / São Miguel - São Miguel / Iguatemi) n° 675 - n° 820
4453.0,R. Jardim Tamoio (Guaianazes / Itaquera - Itaquera / Guaianazes) x R. Cristóvão De Salamanca
4454.0,R. Jardim Tamoio (Guaianazes / Itaquera - Itaquera / Guaianazes) x R. Cristóvão De Salamanca
4455.0,Av. Montemagno (Água Rasa / V. Formosa - V. Formosa / Água Rasa) n° 2.926 - n° 2.927
4456.0,Av. Montemagno (Água Rasa / V. Formosa - V. Formosa / Água Rasa) n° 2.926 - n° 2.927
4457.0,R. Itinguçu (Centro/Bairro - Bairro/Centro) n° 1.512 - n° 1.517
4458.0,R. Itinguçu (Centro/Bairro - Bairro/Centro) n° 1.512 - n° 1.517
4459.0,Av. Renata (Sapopemba / Aricanduva - Aricanduva / Sapopemba) n° 257 - n° 258
4460.0,Av. Renata (Sapopemba / Aricanduva - Aricanduva / Sapopemba) n° 257 - n° 258
4461.0,Av. Aricanduva (Centro/Bairro) a mais 13 m da R. Funilândia
4462.0,Av. Aricanduva (Centro/Bairro) a mais 13 m da R. Funilândia
4463.0,Av. Conde de Frontin (Centro/Bairro) a menos 55 m da R. Pinhalzinho
4464.0,Av. Conde de Frontin (Bairro/Centro) a menos 325 m do acesso ao Vd. Antônio Abdo
4465.0,Av. Paes de Barros (Centro/Bairro) nº 3.420
4466.0,Av. Cipriano Rodrigues (Centro/Bairro - Bairro/Centro) n° 314 - oposto n° 314
4467.0,Av. Cipriano Rodrigues (Centro/Bairro - Bairro/Centro) n° 314 - oposto n° 314
4468.0,Av. Paranaguá (São Miguel / Assis Ribeiro - Assis Ribeiro / São Miguel) n° 2.070 - oposto n° 2.070
4469.0,Av. Paranaguá (São Miguel / Assis Ribeiro - Assis Ribeiro / São Miguel) n° 2.070 - oposto n° 2.070
4470.0,R. Olho D'Água do Borges (Centro/Bairro - Bairro/Centro) n° 184 - n° 94
4471.0,R. Olho D'Água do Borges (Centro/Bairro - Bairro/Centro) n° 184 - n° 94
4472.0,R. Manuel Bueno Da Fonseca (Centro/Bairro - Bairro/Centro) n° 120 A - oposto n° 120A
4473.0,R. Manuel Bueno Da Fonseca (Centro/Bairro - Bairro/Centro) n° 120 A - oposto n° 120A
4475.0,Av. Drº. José Artur Nova (São Paulo / Guarulhos - Guarulhos / São Paulo) n° 800 - oposto n° 800
4476.0,Estr. Dom João Nery (I. Paulista / Lageado - Lageado / I. Paulista) n° 3.462 - oposto n° 3.462
4477.0,Estr. Dom João Nery (I. Paulista / Lageado - Lageado / I. Paulista) n° 3.462 - oposto n° 3.462
4478.0,R. Do Oratório (Água Rasa / Moóca - Moóca / Água Rasa) n° 2.853 - oposto n° 2.853
4479.0,R. Do Oratório (Água Rasa / Moóca - Moóca / Água Rasa) n° 2.853 - oposto n° 2.853
4480.0,R. Damásio Pinto (Centro/Bairro - Bairro/Centro) n° 294 - oposto n° 294
4481.0,R. Damásio Pinto (Centro/Bairro - Bairro/Centro) n° 294 - oposto n° 294
4482.0,Av. dos Latinos (Bairro/Centro - Centro/Bairro) n° 627 - oposto n° 627
4483.0,Av. dos Latinos (Bairro/Centro - Centro/Bairro) n° 627 - oposto n° 627
4486.0,R. Salvador Gianetti (Centro/Bairro - Bairro/Centro) n° 386 - oposto n° 386
4487.0,R. Salvador Gianetti (Centro/Bairro - Bairro/Centro) n° 386 - oposto n° 386
4488.0,Av. São Miguel (Bairro/Centro) oposto ao n° 2.768
4489.0,Av. São Miguel (Centro/Bairro) n° 2.384
4490.0,Av. Barão De Alagoas (Centro/Bairro - Bairro/Centro) a menos 22m do n° 832 - a menos 35m da R.Itajubi
4491.0,Av. Barão De Alagoas (Centro/Bairro - Bairro/Centro) a menos 22m do n° 832 - a menos 35m da R.Itajubi
